# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab ssu-align-results/ssu-align-results.tab --viterbi /vortexfs1/home/dgellermcgrath/.conda/envs/genex/share/ssu-align-0.1.1/ssu-align-0p1.cm all_genes.fa
# date:       Thu Jan 30 23:39:06 2020
# num seqs:   1666625
# dbsize(Mb): 3475.125818
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                                                  target coord   query coord                         
#                                                        ----------------------  ------------                         
# model name  target name                                     start        stop  start   stop    bit sc   E-value  GC%
# ----------  -----------------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  archaea     MAG_386_2_138                                    9656        9684      1   1508      1.68         -   28
  archaea     MAG_386_2_138                                    3264        4762      1   1508     -0.26         -   40
  archaea     MAG_386_2_138                                    8685        8673      1   1508      2.18         -   38
  archaea     MAG_386_2_138                                    2671        2637      1   1508      1.51         -   40
  archaea     MAG_386_2_138                                    1907         219      1   1508      0.71         -   42
  archaea     MAG_386_2_139                                     184         207      1   1508      0.43         -   58
  archaea     MAG_386_2_141                                     419         404      1   1508      1.14         -   38
  archaea     MAG_386_2_142                                     468         480      1   1508      1.41         -   54
  archaea     MAG_386_2_146                                     693         668      1   1508      2.31         -   42
  archaea     MAG_386_2_147                                     462         452      1   1508     -0.45         -   27
  archaea     MAG_386_2_148                                     466         477      1   1508     -0.91         -   42
  archaea     MAG_386_2_151                                      81          65      1   1508     -0.99         -   24
  archaea     MAG_386_2_153                                      96          84      1   1508     -0.95         -   38
  archaea     MAG_386_2_154                                     542         534      1   1508     -0.28         -   44
  archaea     MAG_386_2_156                                     855         867      1   1508     -0.63         -   38
  archaea     MAG_386_2_159                                     116         104      1   1508     -0.63         -   31
  archaea     MAG_386_2_160                                     147         157      1   1508      0.70         -   45
  archaea     MAG_386_2_162                                     118         129      1   1508      1.50         -   33
  archaea     MAG_386_2_163                                     432         455      1   1508     -0.36         -   38
  archaea     MAG_386_2_163                                     783         772      1   1508      0.13         -   33
  archaea     MAG_386_2_165                                    1442        1467      1   1508      2.31         -   35
  archaea     MAG_386_2_165                                     326         315      1   1508      1.82         -   33
  archaea     MAG_386_2_167                                     560         552      1   1508      1.76         -   44
  archaea     MAG_386_2_168                                     477         458      1   1508      2.84         -   45
  archaea     MAG_386_2_171                                     241         254      1   1508     -0.96         -   43
  archaea     MAG_386_2_172                                     179         192      1   1508     -0.72         -   57
  archaea     MAG_386_2_174                                     913         925      1   1508     -0.63         -   38
  archaea     MAG_386_2_174                                     922         905      1   1508      0.12         -   44
  archaea     MAG_386_2_175                                     394         387      1   1508     -0.19         -   38
  archaea     MAG_386_2_177                                     361         354      1   1508     -0.19         -   38
  archaea     MAG_386_2_179                                     797         819      1   1508      2.58         -   22
  archaea     MAG_386_2_181                                     219         212      1   1508     -0.19         -   38
  archaea     MAG_386_2_184                                     555         540      1   1508     -0.08         -   50
  archaea     MAG_386_2_190                                     120         104      1   1508      1.89         -   47
  archaea     MAG_386_2_194                                     700         711      1   1508      0.94         -   33
  archaea     MAG_386_2_194                                     179         161      1   1508      4.61         -   42
  archaea     MAG_386_2_195                                     150         160      1   1508     -0.45         -   36
  archaea     MAG_386_2_196                                     405         390      1   1508     -0.08         -   50
  archaea     MAG_386_2_197                                     350         336      1   1508     -0.35         -   40
  archaea     MAG_386_2_204                                      37          30      1   1508     -0.66         -   50
  archaea     MAG_386_2_205                                     276         266      1   1508     -0.45         -   27
  archaea     MAG_386_2_206                                     484         476      1   1508      1.76         -   44
  archaea     MAG_386_2_207                                     259         249      1   1508     -0.43         -   36
  archaea     MAG_386_2_210                                     559         542      1   1508      0.96         -   44
  archaea     MAG_386_2_212                                     474         446      1   1508      2.06         -   41
  archaea     MAG_386_2_214                                     154         134      1   1508      2.75         -   38
  archaea     MAG_386_2_215                                    1058        1049      1   1508      1.67         -   50
  archaea     MAG_386_2_217                                     379         371      1   1508     -0.28         -   33
  archaea     MAG_386_2_218                                      68          60      1   1508     -0.28         -   33
  archaea     MAG_386_2_221                                     974         966      1   1508      0.55         -   56
  archaea     MAG_386_2_222                                     100         123      1   1508      2.49         -   54
  archaea     MAG_386_2_227                                     189         171      1   1508      0.87         -   63
  archaea     MAG_386_2_230                                     199         190      1   1508      0.49         -   60
  archaea     MAG_386_2_232                                     263         280      1   1508      1.80         -   39
  archaea     MAG_386_2_234                                     400         389      1   1508     -0.54         -   33
  archaea     MAG_386_2_235                                     400         389      1   1508     -0.54         -   33
  archaea     MAG_386_2_240                                     259         270      1   1508     -0.54         -   50
  archaea     MAG_386_2_242                                     385         369      1   1508      5.36         -   35
  archaea     MAG_386_2_244                                      95          68      1   1508      2.95         -   46
  archaea     MAG_386_2_246                                     139         151      1   1508      0.52         -   38
  archaea     MAG_386_2_249                                     261         252      1   1508     -0.37         -   30
  archaea     MAG_386_2_250                                      83          74      1   1508      0.46         -   60
  archaea     MAG_386_2_256                                     907         899      1   1508     -0.88         -   56
  archaea     MAG_386_2_258                                     501         485      1   1508     -0.99         -   29
  archaea     MAG_386_2_259                                     106         116      1   1508     -0.45         -   27
  archaea     MAG_386_2_262                                     943         954      1   1508      1.82         -   33
  archaea     MAG_386_2_263                                     685         675      1   1508      1.00         -   45
  archaea     MAG_386_2_264                                     118         128      1   1508      1.16         -   36
  archaea     MAG_386_2_264                                     120         107      1   1508      3.38         -   36
  archaea     MAG_386_2_265                                     372         356      1   1508     -0.97         -   41
  archaea     MAG_386_2_266                                     593         604      1   1508     -0.54         -   33
  archaea     MAG_386_2_266                                     817         800      1   1508      0.96         -   50
  archaea     MAG_386_2_268                                     246         235      1   1508     -0.54         -   33
  archaea     MAG_386_2_272                                     488         469      1   1508      0.79         -   40
  archaea     MAG_386_2_275                                     400         388      1   1508     -0.63         -   54
  archaea     MAG_386_2_279                                    1614        1623      1   1508     -0.81         -   50
  archaea     MAG_386_2_283                                     804         782      1   1508      0.52         -   43
  archaea     MAG_386_2_284                                     644         609      1   1508     -0.64         -   39
  archaea     MAG_386_2_293                                     519         504      1   1508     -0.41         -   44
  archaea     MAG_386_2_296                                    1533        1520      1   1508     -0.72         -   36
  archaea     MAG_386_2_297                                      73          87      1   1508     -0.81         -   27
  archaea     MAG_386_2_301                                      82          60      1   1508      0.52         -   39
  archaea     MAG_386_2_302                                     526         519      1   1508     -0.19         -   38
  archaea     MAG_386_2_303                                    1147        1118      1   1508      1.59         -   40
  archaea     MAG_386_2_304                                      57          71      1   1508      6.71         -   40
  archaea     MAG_386_2_304                                     138         121      1   1508      1.17         -   33
  archaea     MAG_386_2_307                                     969          74      1   1508      1.46         -   38
  archaea     MAG_386_2_308                                    1029         599      1   1508      1.46         -   37
  archaea     MAG_386_2_312                                      63          53      1   1508     -0.45         -   27
  archaea     MAG_386_2_313                                      34          26      1   1508      1.18         -   44
  archaea     MAG_386_2_315                                      42          31      1   1508     -0.54         -   50
  archaea     MAG_386_2_319                                     486         476      1   1508     -0.45         -   27
  archaea     MAG_386_2_321                                     286         266      1   1508      0.71         -   43
  archaea     MAG_386_2_334                                     173         180      1   1508     -0.19         -   38
  archaea     MAG_386_2_336                                     377         359      1   1508      0.87         -   37
  archaea     MAG_386_2_342                                      60          52      1   1508      1.76         -   44
  archaea     MAG_386_2_343                                     574         549      1   1508      0.59         -   54
  archaea     MAG_386_2_344                                      81          96      1   1508     -0.90         -   44
  archaea     MAG_386_2_345                                    1448        1427      1   1508      0.61         -   55
  archaea     MAG_386_2_362                                     455         471      1   1508     -0.99         -   47
  archaea     MAG_386_2_368                                     583         593      1   1508      0.93         -   45
  archaea     MAG_386_2_373                                     197         213      1   1508     -0.78         -   47
  archaea     MAG_386_2_374                                     202         394      1   1508     -0.44         -   37
  archaea     MAG_386_2_383                                     404         388      1   1508      1.05         -   35
  archaea     MAG_386_2_384                                     332         322      1   1508     -0.25         -   45
  archaea     MAG_386_2_386                                     183         192      1   1508     -0.37         -   30
  archaea     MAG_386_2_392                                     352         340      1   1508     -0.63         -   31
  archaea     MAG_386_2_395                                     101          86      1   1508     -0.90         -   44
  archaea     MAG_386_2_399                                     202         186      1   1508     -0.99         -   35
  archaea     MAG_386_2_400                                     192         177      1   1508      0.57         -   50
  archaea     MAG_386_2_402                                     503         496      1   1508     -0.66         -   50
  archaea     MAG_386_2_403                                     564         556      1   1508      1.76         -   44
  archaea     MAG_386_2_413                                     163         155      1   1508     -0.28         -   44
  archaea     MAG_386_2_415                                     733         744      1   1508      1.50         -   50
  archaea     MAG_386_2_415                                    4164        4146      1   1508      4.97         -   47
  archaea     MAG_386_2_415                                      29          12      1   1508     -0.25         -   44
  archaea     MAG_386_2_416                                     126         109      1   1508     -0.25         -   44
  archaea     MAG_386_2_419                                   10301       10326      1   1508      4.35         -   58
  archaea     MAG_386_2_419                                    3272        3297      1   1508      1.87         -   50
  archaea     MAG_386_2_419                                    7136        7128      1   1508      1.76         -   44
  archaea     MAG_386_2_419                                   13713       13701      1   1508      1.41         -   46
  archaea     MAG_386_2_419                                    4176        4167      1   1508     -0.37         -   30
  archaea     MAG_386_2_421                                    3535        3555      1   1508      2.75         -   52
  archaea     MAG_386_2_421                                    3054        3038      1   1508     -0.97         -   47
  archaea     MAG_386_2_422                                     433         420      1   1508     -0.50         -   36
  archaea     MAG_386_2_424                                     719         741      1   1508      0.52         -   57
  archaea     MAG_386_2_424                                     977         957      1   1508      2.31         -   38
  archaea     MAG_386_2_426                                      64          26      1   1508      2.93         -   41
  archaea     MAG_386_2_427                                     423         453      1   1508      1.86         -   42
  archaea     MAG_386_2_427                                     116         106      1   1508     -0.45         -   45
  archaea     MAG_386_2_429                                     237         224      1   1508     -0.72         -   36
  archaea     MAG_386_2_438                                      79         101      1   1508      2.21         -   35
  archaea     MAG_386_2_438                                     463         454      1   1508     -0.16         -   40
  archaea     MAG_386_2_441                                    1055        1048      1   1508     -0.19         -   38
  archaea     MAG_386_2_444                                     788         762      1   1508      0.16         -   48
  archaea     MAG_386_2_447                                     162         180      1   1508      0.87         -   53
  archaea     MAG_386_2_448                                     790         683      1   1508     -0.50         -   48
  archaea     MAG_386_2_453                                      68         119      1   1508      0.75         -   38
  archaea     MAG_386_2_455                                     584         571      1   1508      2.13         -   64
  archaea     MAG_386_2_463                                     324         317      1   1508     -0.19         -   38
  archaea     MAG_386_2_464                                     209         202      1   1508     -0.19         -   38
  archaea     MAG_386_2_468                                     218         209      1   1508     -0.16         -   40
  archaea     MAG_386_2_471                                     579          35      1   1508      0.91         -   43
  archaea     MAG_386_2_472                                     211         204      1   1508     -0.19         -   38
  archaea     MAG_386_2_474                                    1893        1905      1   1508      0.52         -   38
  archaea     MAG_386_2_475                                    1122         967      1   1508      1.26         -   28
  archaea     MAG_386_2_477                                     321         336      1   1508     -0.90         -   38
  archaea     MAG_386_2_479                                     451         417      1   1508      1.51         -   26
  archaea     MAG_386_2_480                                     780         761      1   1508     -0.10         -   60
  archaea     MAG_386_2_481                                     873         881      1   1508     -0.28         -   33
  archaea     MAG_386_2_482                                     151         159      1   1508     -0.28         -   33
  archaea     MAG_386_2_482                                     149         132      1   1508      0.96         -   33
  archaea     MAG_386_2_484                                    1273        1286      1   1508      0.28         -   50
  archaea     MAG_386_2_484                                     930         912      1   1508      2.93         -   42
  archaea     MAG_386_2_485                                     366         339      1   1508      0.09         -   36
  archaea     MAG_386_2_486                                     786         768      1   1508      1.72         -   42
  archaea     MAG_386_2_488                                     104          75      1   1508     -0.10         -   40
  archaea     MAG_386_2_490                                     207         216      1   1508     -0.37         -   40
  archaea     MAG_386_2_491                                     387         372      1   1508      2.61         -   38
  archaea     MAG_386_2_492                                     572         579      1   1508     -0.19         -   38
  archaea     MAG_386_2_492                                     795         771      1   1508      0.34         -   36
  archaea     MAG_386_2_493                                     706         717      1   1508     -0.54         -   33
  archaea     MAG_386_2_493                                     318         300      1   1508     -0.34         -   42
  archaea     MAG_386_2_494                                     653         660      1   1508     -0.19         -   38
  archaea     MAG_386_2_494                                     875         858      1   1508      0.96         -   50
  archaea     MAG_386_2_495                                     207         199      1   1508     -0.07         -   44
  archaea     MAG_386_2_499                                     228         213      1   1508     -0.08         -   56
  archaea     MAG_386_2_500                                      74          45      1   1508     -0.10         -   47
  archaea     MAG_386_2_502                                     889         878      1   1508     -0.38         -   42
  archaea     MAG_386_2_503                                      42          54      1   1508      1.18         -   31
  archaea     MAG_386_2_504                                     334         300      1   1508     -0.55         -   57
  archaea     MAG_386_2_505                                     175          44      1   1508      1.90         -   41
  archaea     MAG_386_2_507                                     241         234      1   1508     -0.19         -   38
  archaea     MAG_386_2_510                                     338         327      1   1508     -0.54         -   42
  archaea     MAG_386_2_511                                     933         943      1   1508      0.58         -   64
  archaea     MAG_386_2_515                                     692         719      1   1508      2.32         -   39
  archaea     MAG_386_2_516                                     209         201      1   1508     -0.28         -   44
  archaea     MAG_386_2_518                                     378         388      1   1508     -0.25         -   45
  archaea     MAG_386_2_518                                     520         504      1   1508     -0.99         -   53
  archaea     MAG_386_2_519                                      43          50      1   1508     -0.66         -   50
  archaea     MAG_386_2_520                                     425         432      1   1508     -0.19         -   38
  archaea     MAG_386_2_521                                     296         289      1   1508     -0.19         -   38
  archaea     MAG_386_2_526                                     958         951      1   1508     -0.19         -   38
  archaea     MAG_386_2_527                                     811         800      1   1508      3.55         -   42
  archaea     MAG_386_2_528                                     569         555      1   1508     -0.81         -   47
  archaea     MAG_386_2_530                                     588         576      1   1508      0.98         -   38
  archaea     MAG_386_2_531                                     572         552      1   1508      0.70         -   57
  archaea     MAG_386_2_532                                     258         265      1   1508     -0.19         -   38
  archaea     MAG_386_2_532                                     750         728      1   1508      0.52         -   35
  archaea     MAG_386_2_535                                     132         121      1   1508      4.30         -   33
  archaea     MAG_386_2_540                                     308         328      1   1508     -0.19         -   48
  archaea     MAG_386_2_544                                     285         276      1   1508     -0.37         -   40
  archaea     MAG_386_2_545                                     603         593      1   1508      1.59         -   45
  archaea     MAG_386_2_546                                     380         366      1   1508     -0.81         -   53
  archaea     MAG_386_2_552                                     613         605      1   1508     -0.28         -   33
  archaea     MAG_386_2_553                                     156         170      1   1508     -0.81         -   33
  archaea     MAG_386_2_556                                      75          90      1   1508      3.20         -   38
  archaea     MAG_386_2_556                                     678         671      1   1508     -0.19         -   38
  archaea     MAG_386_2_557                                     326         308      1   1508      2.95         -   37
  archaea     MAG_386_2_558                                     246         253      1   1508     -0.19         -   38
  archaea     MAG_386_2_558                                     379         359      1   1508      0.86         -   29
  archaea     MAG_386_2_562                                     106         114      1   1508      1.76         -   44
  archaea     MAG_386_2_563                                     188         177      1   1508     -0.54         -   42
  archaea     MAG_386_2_564                                     856         820      1   1508     -0.73         -   35
  archaea     MAG_386_2_565                                      36          27      1   1508     -0.37         -   30
  archaea     MAG_386_2_566                                     182         189      1   1508     -0.19         -   38
  archaea     MAG_386_2_575                                     668         648      1   1508      0.70         -   43
  archaea     MAG_386_2_576                                     417         392      1   1508      2.31         -   50
  archaea     MAG_386_2_577                                     587         601      1   1508     -0.64         -   33
  archaea     MAG_386_2_577                                     776         758      1   1508      0.51         -   32
  archaea     MAG_386_2_579                                     631         617      1   1508     -0.81         -   27
  archaea     MAG_386_2_583                                     422         405      1   1508      0.70         -   33
  archaea     MAG_386_2_585                                     115         108      1   1508     -0.19         -   38
  archaea     MAG_386_2_586                                     159         150      1   1508      1.67         -   50
  archaea     MAG_386_2_587                                    1157        1173      1   1508     -0.97         -   41
  archaea     MAG_386_2_587                                     748         730      1   1508      1.10         -   47
  archaea     MAG_386_3_4                                       347         354      1   1508     -0.19         -   38
  archaea     MAG_386_3_6                                       247         221      1   1508      1.00         -   41
  archaea     MAG_386_3_8                                      1517        1524      1   1508     -0.19         -   38
  archaea     MAG_386_3_8                                      2061        2047      1   1508      1.44         -   40
  archaea     MAG_386_3_12                                      175         201      1   1508      0.16         -   37
  archaea     MAG_386_3_13                                      222         232      1   1508     -0.45         -   27
  archaea     MAG_386_3_15                                      327         320      1   1508     -0.19         -   38
  archaea     MAG_386_3_18                                     1800        1778      1   1508     -0.07         -   39
  archaea     MAG_386_3_19                                      677         693      1   1508     -0.99         -   29
  archaea     MAG_386_3_21                                      389         396      1   1508     -0.19         -   38
  archaea     MAG_386_3_21                                      435         421      1   1508      1.23         -   40
  archaea     MAG_386_3_22                                      190         198      1   1508     -0.28         -   33
  archaea     MAG_386_3_22                                      561         554      1   1508     -0.19         -   38
  archaea     MAG_386_3_23                                     1081        1064      1   1508      0.96         -   44
  archaea     MAG_386_3_24                                      127         138      1   1508      0.11         -   42
  archaea     MAG_386_3_24                                       78          39      1   1508      1.06         -   48
  archaea     MAG_386_3_26                                      701         678      1   1508      0.43         -   38
  archaea     MAG_386_3_27                                      386         378      1   1508     -0.28         -   33
  archaea     MAG_386_3_30                                      825         809      1   1508     -0.99         -   24
  archaea     MAG_386_3_36                                      618         609      1   1508      2.52         -   50
  archaea     MAG_386_3_37                                      850         862      1   1508     -0.63         -   23
  archaea     MAG_386_3_40                                      252         240      1   1508     -0.63         -   38
  archaea     MAG_386_3_43                                      553         567      1   1508     -0.81         -   33
  archaea     MAG_386_3_43                                      317         293      1   1508      0.34         -   28
  archaea     MAG_386_3_46                                      605         618      1   1508      1.32         -   36
  archaea     MAG_386_3_48                                      965         951      1   1508     -0.81         -   33
  archaea     MAG_386_3_49                                      264         279      1   1508      3.36         -   25
  archaea     MAG_386_3_49                                      253         229      1   1508      0.55         -   44
  archaea     MAG_386_3_51                                      554         588      1   1508     -0.55         -   46
  archaea     MAG_386_3_53                                      827         840      1   1508     -0.72         -   50
  archaea     MAG_386_3_53                                     1215        1205      1   1508     -0.45         -   36
  archaea     MAG_386_3_54                                     1025        1018      1   1508     -0.19         -   38
  archaea     MAG_386_3_56                                       54          71      1   1508      0.08         -   28
  archaea     MAG_386_3_57                                     1245        1276      1   1508      1.41         -   31
  archaea     MAG_386_3_57                                      394         377      1   1508     -0.25         -   56
  archaea     MAG_386_3_58                                      323         300      1   1508      0.43         -   50
  archaea     MAG_386_3_60                                      940         933      1   1508     -0.19         -   38
  archaea     MAG_386_3_61                                      649         663      1   1508      3.29         -   33
  archaea     MAG_386_3_62                                      295         304      1   1508      3.13         -   50
  archaea     MAG_386_3_62                                      289         261      1   1508      3.82         -   41
  archaea     MAG_386_3_63                                      618         608      1   1508     -0.45         -   36
  archaea     MAG_386_3_64                                       70         102      1   1508      1.68         -   55
  archaea     MAG_386_3_64                                      308         283      1   1508      2.50         -   50
  archaea     MAG_386_3_65                                      198         183      1   1508     -0.90         -   31
  archaea     MAG_386_3_68                                      293         258      1   1508      3.46         -   36
  archaea     MAG_386_3_70                                       83         114      1   1508     -0.28         -   47
  archaea     MAG_386_3_71                                      336         326      1   1508      1.14         -   45
  archaea     MAG_386_3_72                                     1203        1214      1   1508     -0.52         -   42
  archaea     MAG_386_3_73                                      492         501      1   1508      1.67         -   50
  archaea     MAG_386_3_73                                     1767        1748      1   1508      3.01         -   35
  archaea     MAG_386_3_74                                      107          84      1   1508      2.49         -   42
  archaea     MAG_386_3_76                                       18          27      1   1508     -0.37         -   50
  archaea     MAG_386_3_76                                      721         702      1   1508      0.99         -   45
  archaea     MAG_386_3_77                                      776         765      1   1508     -0.54         -   42
  archaea     MAG_386_3_78                                       54          80      1   1508      0.16         -   41
  archaea     MAG_386_3_78                                      633         609      1   1508      0.57         -   36
  archaea     MAG_386_3_80                                      820         837      1   1508     -0.87         -   39
  archaea     MAG_386_3_81                                     1301        1290      1   1508     -0.54         -   33
  archaea     MAG_386_3_83                                       17           4      1   1508     -0.72         -   43
  archaea     MAG_386_3_84                                      868         881      1   1508     -0.50         -   36
  archaea     MAG_386_3_86                                      676         687      1   1508     -0.80         -   50
  archaea     MAG_386_3_87                                      939         932      1   1508     -0.19         -   38
  archaea     MAG_386_3_88                                      450         438      1   1508     -0.63         -   31
  archaea     MAG_386_3_89                                      532         520      1   1508      1.41         -   46
  archaea     MAG_386_3_91                                      467         906      1   1508      1.26         -   33
  archaea     MAG_386_3_92                                     2079        2065      1   1508      3.29         -   40
  archaea     MAG_386_3_94                                      580         590      1   1508      2.36         -   36
  archaea     MAG_386_3_94                                      528         512      1   1508      2.83         -   35
  archaea     MAG_386_3_95                                       75         337      1   1508     -0.26         -   31
  archaea     MAG_386_3_95                                      447         426      1   1508      0.61         -   50
  archaea     MAG_386_3_96                                      255         231      1   1508      0.34         -   44
  archaea     MAG_386_3_98                                      263         222      1   1508      4.96         -   43
  archaea     MAG_386_3_99                                      954         962      1   1508      1.76         -   44
  archaea     MAG_386_3_101                                     241         231      1   1508     -0.45         -   36
  archaea     MAG_386_3_102                                     641         649      1   1508     -0.28         -   33
  archaea     MAG_386_3_103                                     698         684      1   1508     -0.81         -   33
  archaea     MAG_386_3_106                                     494         503      1   1508     -0.37         -   30
  archaea     MAG_386_3_107                                     560         573      1   1508      1.48         -   29
  archaea     MAG_386_3_108                                     162         169      1   1508     -0.19         -   38
  archaea     MAG_386_3_109                                     909         267      1   1508      0.37         -   31
  archaea     MAG_386_3_110                                     897         878      1   1508      4.90         -   30
  archaea     MAG_386_3_111                                       4          14      1   1508     -0.25         -   45
  archaea     MAG_386_3_111                                     740         731      1   1508     -0.37         -   30
  archaea     MAG_386_3_113                                     568         584      1   1508     -0.78         -   47
  archaea     MAG_386_3_114                                     242         222      1   1508     -0.52         -   43
  archaea     MAG_386_3_117                                    1359        1337      1   1508      2.21         -   30
  archaea     MAG_386_3_118                                      84          60      1   1508      0.34         -   40
  archaea     MAG_386_3_120                                    1036        1025      1   1508      1.51         -   33
  archaea     MAG_386_3_121                                     643         650      1   1508     -0.19         -   38
  archaea     MAG_386_3_121                                     225         215      1   1508     -0.45         -   27
  archaea     MAG_386_3_122                                     815         807      1   1508     -0.28         -   33
  archaea     MAG_386_3_123                                     643         633      1   1508     -0.45         -   36
  archaea     MAG_386_3_124                                     258         270      1   1508     -0.61         -   31
  archaea     MAG_386_3_124                                     149         126      1   1508      0.43         -   42
  archaea     MAG_386_3_125                                     394         381      1   1508      3.38         -   50
  archaea     MAG_386_3_129                                     296         284      1   1508     -0.63         -   46
  archaea     MAG_386_3_130                                      83          94      1   1508     -0.34         -   50
  archaea     MAG_386_3_130                                     671         662      1   1508     -0.37         -   30
  archaea     MAG_386_3_132                                     631         662      1   1508     -0.28         -   53
  archaea     MAG_386_3_134                                     269         222      1   1508      2.39         -   48
  archaea     MAG_386_3_135                                     689         429      1   1508      0.37         -   32
  archaea     MAG_386_3_137                                     868         875      1   1508     -0.19         -   38
  archaea     MAG_386_3_137                                     891         858      1   1508      1.61         -   44
  archaea     MAG_386_3_138                                     563         538      1   1508      2.31         -   38
  archaea     MAG_386_3_139                                     561         552      1   1508     -0.37         -   30
  archaea     MAG_386_3_140                                     195         188      1   1508     -0.19         -   38
  archaea     MAG_386_3_143                                     822         810      1   1508      3.02         -   46
  archaea     MAG_386_3_145                                      80          93      1   1508     -0.72         -   36
  archaea     MAG_386_3_145                                     695         687      1   1508     -0.28         -   33
  archaea     MAG_386_3_146                                     236         252      1   1508      5.36         -   35
  archaea     MAG_386_3_146                                     992         968      1   1508     -0.88         -   44
  archaea     MAG_386_3_147                                     931         906      1   1508      0.83         -   50
  archaea     MAG_386_3_148                                     732         725      1   1508     -0.19         -   38
  archaea     MAG_386_3_150                                     124         110      1   1508     -0.81         -   33
  archaea     MAG_386_3_155                                     108         101      1   1508     -0.19         -   38
  archaea     MAG_386_3_156                                     282         255      1   1508     -0.29         -   36
  archaea     MAG_386_3_157                                     345         336      1   1508     -0.37         -   30
  archaea     MAG_386_3_159                                     271         260      1   1508     -0.99         -   50
  archaea     MAG_386_3_160                                     481         465      1   1508     -0.16         -   53
  archaea     MAG_386_3_163                                      48          64      1   1508      3.11         -   35
  archaea     MAG_386_3_163                                      23           8      1   1508      3.20         -   44
  archaea     MAG_386_3_164                                     465         438      1   1508      2.13         -   50
  archaea     MAG_386_3_167                                    1064        1053      1   1508      1.53         -   50
  archaea     MAG_386_3_169                                    1466        1456      1   1508     -0.45         -   27
  archaea     MAG_386_3_170                                     214         207      1   1508     -0.19         -   38
  archaea     MAG_386_3_172                                     646         633      1   1508     -0.70         -   29
  archaea     MAG_386_3_174                                     148         128      1   1508      3.58         -   52
  archaea     MAG_386_3_176                                      76          39      1   1508     -0.82         -   50
  archaea     MAG_386_3_178                                    1424        1476      1   1508      1.95         -   49
  archaea     MAG_386_3_178                                    1628        1611      1   1508      0.98         -   33
  archaea     MAG_386_3_180                                     447         437      1   1508     -0.45         -   45
  archaea     MAG_386_3_181                                      27          12      1   1508     -0.90         -   25
  archaea     MAG_386_3_184                                     122         129      1   1508     -0.19         -   38
  archaea     MAG_386_3_185                                     395         387      1   1508     -0.28         -   33
  archaea     MAG_386_3_187                                     109          99      1   1508     -0.45         -   36
  archaea     MAG_386_4_2                                       582         609      1   1508      1.73         -   50
  archaea     MAG_386_4_4                                        87         102      1   1508     -0.08         -   56
  archaea     MAG_386_4_4                                       729         719      1   1508     -0.45         -   45
  archaea     MAG_386_4_5                                       458         475      1   1508      0.96         -   39
  archaea     MAG_386_4_9                                      1110        1094      1   1508      1.05         -   47
  archaea     MAG_386_4_10                                      125         114      1   1508      1.50         -   50
  archaea     MAG_386_4_16                                      393         381      1   1508     -0.63         -   46
  archaea     MAG_386_4_17                                      297         282      1   1508     -0.73         -   38
  archaea     MAG_386_4_18                                     2392        2415      1   1508      0.43         -   38
  archaea     MAG_386_4_18                                     2656        2646      1   1508     -0.45         -   27
  archaea     MAG_386_4_19                                      364         357      1   1508     -0.19         -   38
  archaea     MAG_386_4_20                                      925         936      1   1508     -0.54         -   33
  archaea     MAG_386_4_20                                      603         573      1   1508     -0.19         -   32
  archaea     MAG_386_4_21                                      834         813      1   1508      2.66         -   55
  archaea     MAG_386_4_22                                      172         147      1   1508      0.25         -   42
  archaea     MAG_386_4_23                                      574         470      1   1508     -0.43         -   36
  archaea     MAG_386_4_25                                      691         702      1   1508     -0.91         -   42
  archaea     MAG_386_4_25                                      544         534      1   1508     -0.45         -   45
  archaea     MAG_386_4_26                                      696         683      1   1508      1.32         -   43
  archaea     MAG_386_4_27                                      723         730      1   1508     -0.19         -   38
  archaea     MAG_386_4_30                                      485         474      1   1508      4.38         -   58
  archaea     MAG_386_4_31                                      512         504      1   1508      0.55         -   56
  archaea     MAG_386_4_32                                      118          89      1   1508     -0.10         -   40
  archaea     MAG_386_4_33                                      252         240      1   1508      1.41         -   46
  archaea     MAG_386_4_34                                      676         662      1   1508      1.23         -   47
  archaea     MAG_386_4_35                                      799         807      1   1508     -0.28         -   44
  archaea     MAG_386_4_35                                     1662          30      1   1508      1.26         -   40
  archaea     MAG_386_4_36                                     1432        1415      1   1508      5.08         -   39
